Township,Population,Continent,Region,Country,County,Year
Barrington township,0,  Americas:,South America,Brazil, Cook ,2011
Berwyn township,10,  Americas:,South America,Brazil, Cook ,2011
Bloom township,0,  Americas:,South America,Brazil, Cook ,2011
Bremen township,11,  Americas:,South America,Brazil, Cook ,2011
Calumet township,0,  Americas:,South America,Brazil, Cook ,2011
Chicago city,"1,613",  Americas:,South America,Brazil, Cook ,2011
Cicero township,50,  Americas:,South America,Brazil, Cook ,2011
Elk Grove township,12,  Americas:,South America,Brazil, Cook ,2011
Evanston township,85,  Americas:,South America,Brazil, Cook ,2011
Hanover township,12,  Americas:,South America,Brazil, Cook ,2011
Lemont township,39,  Americas:,South America,Brazil, Cook ,2011
Leyden township,11,  Americas:,South America,Brazil, Cook ,2011
Lyons township,104,  Americas:,South America,Brazil, Cook ,2011
Maine township,14,  Americas:,South America,Brazil, Cook ,2011
New Trier township,77,  Americas:,South America,Brazil, Cook ,2011
Niles township,92,  Americas:,South America,Brazil, Cook ,2011
Northfield township,0,  Americas:,South America,Brazil, Cook ,2011
Norwood Park township,57,  Americas:,South America,Brazil, Cook ,2011
Oak Park township,0,  Americas:,South America,Brazil, Cook ,2011
Orland township,23,  Americas:,South America,Brazil, Cook ,2011
Palatine township,21,  Americas:,South America,Brazil, Cook ,2011
Palos township,16,  Americas:,South America,Brazil, Cook ,2011
Proviso township,48,  Americas:,South America,Brazil, Cook ,2011
Rich township,0,  Americas:,South America,Brazil, Cook ,2011
River Forest township,12,  Americas:,South America,Brazil, Cook ,2011
Riverside township,0,  Americas:,South America,Brazil, Cook ,2011
Schaumburg township,53,  Americas:,South America,Brazil, Cook ,2011
Stickney township,72,  Americas:,South America,Brazil, Cook ,2011
Thornton township,21,  Americas:,South America,Brazil, Cook ,2011
Wheeling township,77,  Americas:,South America,Brazil, Cook ,2011
Worth township,122,  Americas:,South America,Brazil, Cook ,2011
Addison township,54,  Americas:,South America,Brazil, DuPage ,2011
Bloomingdale township,75,  Americas:,South America,Brazil, DuPage ,2011
Chicago city,0,  Americas:,South America,Brazil, DuPage ,2011
Downers Grove township,18,  Americas:,South America,Brazil, DuPage ,2011
Lisle township,118,  Americas:,South America,Brazil, DuPage ,2011
Milton township,179,  Americas:,South America,Brazil, DuPage ,2011
Naperville township,70,  Americas:,South America,Brazil, DuPage ,2011
Wayne township,27,  Americas:,South America,Brazil, DuPage ,2011
Winfield township,14,  Americas:,South America,Brazil, DuPage ,2011
York township,42,  Americas:,South America,Brazil, DuPage ,2011
Barrington township,0,  Americas:,South America,Chile, Cook ,2011
Berwyn township,21,  Americas:,South America,Chile, Cook ,2011
Bloom township,9,  Americas:,South America,Chile, Cook ,2011
Bremen township,0,  Americas:,South America,Chile, Cook ,2011
Calumet township,0,  Americas:,South America,Chile, Cook ,2011
Chicago city,618,  Americas:,South America,Chile, Cook ,2011
Cicero township,0,  Americas:,South America,Chile, Cook ,2011
Elk Grove township,10,  Americas:,South America,Chile, Cook ,2011
Evanston township,43,  Americas:,South America,Chile, Cook ,2011
Hanover township,9,  Americas:,South America,Chile, Cook ,2011
Lemont township,0,  Americas:,South America,Chile, Cook ,2011
Leyden township,46,  Americas:,South America,Chile, Cook ,2011
Lyons township,29,  Americas:,South America,Chile, Cook ,2011
Maine township,10,  Americas:,South America,Chile, Cook ,2011
New Trier township,0,  Americas:,South America,Chile, Cook ,2011
Niles township,19,  Americas:,South America,Chile, Cook ,2011
Northfield township,0,  Americas:,South America,Chile, Cook ,2011
Norwood Park township,0,  Americas:,South America,Chile, Cook ,2011
Oak Park township,77,  Americas:,South America,Chile, Cook ,2011
Orland township,0,  Americas:,South America,Chile, Cook ,2011
Palatine township,62,  Americas:,South America,Chile, Cook ,2011
Palos township,0,  Americas:,South America,Chile, Cook ,2011
Proviso township,0,  Americas:,South America,Chile, Cook ,2011
Rich township,0,  Americas:,South America,Chile, Cook ,2011
River Forest township,0,  Americas:,South America,Chile, Cook ,2011
Riverside township,0,  Americas:,South America,Chile, Cook ,2011
Schaumburg township,38,  Americas:,South America,Chile, Cook ,2011
Stickney township,0,  Americas:,South America,Chile, Cook ,2011
Thornton township,0,  Americas:,South America,Chile, Cook ,2011
Wheeling township,55,  Americas:,South America,Chile, Cook ,2011
Worth township,0,  Americas:,South America,Chile, Cook ,2011
Addison township,8,  Americas:,South America,Chile, DuPage ,2011
Bloomingdale township,24,  Americas:,South America,Chile, DuPage ,2011
Chicago city,0,  Americas:,South America,Chile, DuPage ,2011
Downers Grove township,110,  Americas:,South America,Chile, DuPage ,2011
Lisle township,103,  Americas:,South America,Chile, DuPage ,2011
Milton township,66,  Americas:,South America,Chile, DuPage ,2011
Naperville township,0,  Americas:,South America,Chile, DuPage ,2011
Wayne township,16,  Americas:,South America,Chile, DuPage ,2011
Winfield township,0,  Americas:,South America,Chile, DuPage ,2011
York township,15,  Americas:,South America,Chile, DuPage ,2011
Barrington township,18,  Americas:,South America,Colombia, Cook ,2011
Berwyn township,161,  Americas:,South America,Colombia, Cook ,2011
Bloom township,64,  Americas:,South America,Colombia, Cook ,2011
Bremen township,65,  Americas:,South America,Colombia, Cook ,2011
Calumet township,0,  Americas:,South America,Colombia, Cook ,2011
Chicago city,"5,954",  Americas:,South America,Colombia, Cook ,2011
Cicero township,315,  Americas:,South America,Colombia, Cook ,2011
Elk Grove township,207,  Americas:,South America,Colombia, Cook ,2011
Evanston township,113,  Americas:,South America,Colombia, Cook ,2011
Hanover township,280,  Americas:,South America,Colombia, Cook ,2011
Lemont township,0,  Americas:,South America,Colombia, Cook ,2011
Leyden township,435,  Americas:,South America,Colombia, Cook ,2011
Lyons township,108,  Americas:,South America,Colombia, Cook ,2011
Maine township,113,  Americas:,South America,Colombia, Cook ,2011
New Trier township,28,  Americas:,South America,Colombia, Cook ,2011
Niles township,226,  Americas:,South America,Colombia, Cook ,2011
Northfield township,84,  Americas:,South America,Colombia, Cook ,2011
Norwood Park township,166,  Americas:,South America,Colombia, Cook ,2011
Oak Park township,54,  Americas:,South America,Colombia, Cook ,2011
Orland township,28,  Americas:,South America,Colombia, Cook ,2011
Palatine township,47,  Americas:,South America,Colombia, Cook ,2011
Palos township,0,  Americas:,South America,Colombia, Cook ,2011
Proviso township,33,  Americas:,South America,Colombia, Cook ,2011
Rich township,0,  Americas:,South America,Colombia, Cook ,2011
River Forest township,0,  Americas:,South America,Colombia, Cook ,2011
Riverside township,0,  Americas:,South America,Colombia, Cook ,2011
Schaumburg township,138,  Americas:,South America,Colombia, Cook ,2011
Stickney township,60,  Americas:,South America,Colombia, Cook ,2011
Thornton township,29,  Americas:,South America,Colombia, Cook ,2011
Wheeling township,158,  Americas:,South America,Colombia, Cook ,2011
Worth township,130,  Americas:,South America,Colombia, Cook ,2011
Addison township,269,  Americas:,South America,Colombia, DuPage ,2011
Bloomingdale township,333,  Americas:,South America,Colombia, DuPage ,2011
Chicago city,0,  Americas:,South America,Colombia, DuPage ,2011
Downers Grove township,244,  Americas:,South America,Colombia, DuPage ,2011
Lisle township,82,  Americas:,South America,Colombia, DuPage ,2011
Milton township,63,  Americas:,South America,Colombia, DuPage ,2011
Naperville township,126,  Americas:,South America,Colombia, DuPage ,2011
Wayne township,48,  Americas:,South America,Colombia, DuPage ,2011
Winfield township,14,  Americas:,South America,Colombia, DuPage ,2011
York township,305,  Americas:,South America,Colombia, DuPage ,2011
Barrington township,0,  Americas:,South America,Ecuador, Cook ,2011
Berwyn township,86,  Americas:,South America,Ecuador, Cook ,2011
Bloom township,34,  Americas:,South America,Ecuador, Cook ,2011
Bremen township,0,  Americas:,South America,Ecuador, Cook ,2011
Calumet township,0,  Americas:,South America,Ecuador, Cook ,2011
Chicago city,"12,530",  Americas:,South America,Ecuador, Cook ,2011
Cicero township,211,  Americas:,South America,Ecuador, Cook ,2011
Elk Grove township,169,  Americas:,South America,Ecuador, Cook ,2011
Evanston township,86,  Americas:,South America,Ecuador, Cook ,2011
Hanover township,313,  Americas:,South America,Ecuador, Cook ,2011
Lemont township,0,  Americas:,South America,Ecuador, Cook ,2011
Leyden township,405,  Americas:,South America,Ecuador, Cook ,2011
Lyons township,281,  Americas:,South America,Ecuador, Cook ,2011
Maine township,328,  Americas:,South America,Ecuador, Cook ,2011
New Trier township,7,  Americas:,South America,Ecuador, Cook ,2011
Niles township,422,  Americas:,South America,Ecuador, Cook ,2011
Northfield township,43,  Americas:,South America,Ecuador, Cook ,2011
Norwood Park township,0,  Americas:,South America,Ecuador, Cook ,2011
Oak Park township,12,  Americas:,South America,Ecuador, Cook ,2011
Orland township,0,  Americas:,South America,Ecuador, Cook ,2011
Palatine township,39,  Americas:,South America,Ecuador, Cook ,2011
Palos township,0,  Americas:,South America,Ecuador, Cook ,2011
Proviso township,224,  Americas:,South America,Ecuador, Cook ,2011
Rich township,0,  Americas:,South America,Ecuador, Cook ,2011
River Forest township,0,  Americas:,South America,Ecuador, Cook ,2011
Riverside township,0,  Americas:,South America,Ecuador, Cook ,2011
Schaumburg township,93,  Americas:,South America,Ecuador, Cook ,2011
Stickney township,50,  Americas:,South America,Ecuador, Cook ,2011
Thornton township,10,  Americas:,South America,Ecuador, Cook ,2011
Wheeling township,442,  Americas:,South America,Ecuador, Cook ,2011
Worth township,165,  Americas:,South America,Ecuador, Cook ,2011
Addison township,140,  Americas:,South America,Ecuador, DuPage ,2011
Bloomingdale township,120,  Americas:,South America,Ecuador, DuPage ,2011
Chicago city,0,  Americas:,South America,Ecuador, DuPage ,2011
Downers Grove township,28,  Americas:,South America,Ecuador, DuPage ,2011
Lisle township,42,  Americas:,South America,Ecuador, DuPage ,2011
Milton township,40,  Americas:,South America,Ecuador, DuPage ,2011
Naperville township,43,  Americas:,South America,Ecuador, DuPage ,2011
Wayne township,24,  Americas:,South America,Ecuador, DuPage ,2011
Winfield township,0,  Americas:,South America,Ecuador, DuPage ,2011
York township,72,  Americas:,South America,Ecuador, DuPage ,2011
Barrington township,7,  Americas:,South America,Guyana, Cook ,2011
Berwyn township,0,  Americas:,South America,Guyana, Cook ,2011
Bloom township,0,  Americas:,South America,Guyana, Cook ,2011
Bremen township,19,  Americas:,South America,Guyana, Cook ,2011
Calumet township,0,  Americas:,South America,Guyana, Cook ,2011
Chicago city,209,  Americas:,South America,Guyana, Cook ,2011
Cicero township,0,  Americas:,South America,Guyana, Cook ,2011
Elk Grove township,0,  Americas:,South America,Guyana, Cook ,2011
Evanston township,16,  Americas:,South America,Guyana, Cook ,2011
Hanover township,13,  Americas:,South America,Guyana, Cook ,2011
Lemont township,0,  Americas:,South America,Guyana, Cook ,2011
Leyden township,0,  Americas:,South America,Guyana, Cook ,2011
Lyons township,0,  Americas:,South America,Guyana, Cook ,2011
Maine township,0,  Americas:,South America,Guyana, Cook ,2011
New Trier township,0,  Americas:,South America,Guyana, Cook ,2011
Niles township,52,  Americas:,South America,Guyana, Cook ,2011
Northfield township,0,  Americas:,South America,Guyana, Cook ,2011
Norwood Park township,0,  Americas:,South America,Guyana, Cook ,2011
Oak Park township,0,  Americas:,South America,Guyana, Cook ,2011
Orland township,0,  Americas:,South America,Guyana, Cook ,2011
Palatine township,0,  Americas:,South America,Guyana, Cook ,2011
Palos township,27,  Americas:,South America,Guyana, Cook ,2011
Proviso township,15,  Americas:,South America,Guyana, Cook ,2011
Rich township,17,  Americas:,South America,Guyana, Cook ,2011
River Forest township,0,  Americas:,South America,Guyana, Cook ,2011
Riverside township,0,  Americas:,South America,Guyana, Cook ,2011
Schaumburg township,0,  Americas:,South America,Guyana, Cook ,2011
Stickney township,0,  Americas:,South America,Guyana, Cook ,2011
Thornton township,24,  Americas:,South America,Guyana, Cook ,2011
Wheeling township,0,  Americas:,South America,Guyana, Cook ,2011
Worth township,15,  Americas:,South America,Guyana, Cook ,2011
Addison township,0,  Americas:,South America,Guyana, DuPage ,2011
Bloomingdale township,9,  Americas:,South America,Guyana, DuPage ,2011
Chicago city,0,  Americas:,South America,Guyana, DuPage ,2011
Downers Grove township,35,  Americas:,South America,Guyana, DuPage ,2011
Lisle township,0,  Americas:,South America,Guyana, DuPage ,2011
Milton township,8,  Americas:,South America,Guyana, DuPage ,2011
Naperville township,138,  Americas:,South America,Guyana, DuPage ,2011
Wayne township,0,  Americas:,South America,Guyana, DuPage ,2011
Winfield township,0,  Americas:,South America,Guyana, DuPage ,2011
York township,5,  Americas:,South America,Guyana, DuPage ,2011
Barrington township,0,  Americas:,South America,Peru, Cook ,2011
Berwyn township,105,  Americas:,South America,Peru, Cook ,2011
Bloom township,0,  Americas:,South America,Peru, Cook ,2011
Bremen township,70,  Americas:,South America,Peru, Cook ,2011
Calumet township,0,  Americas:,South America,Peru, Cook ,2011
Chicago city,"3,262",  Americas:,South America,Peru, Cook ,2011
Cicero township,205,  Americas:,South America,Peru, Cook ,2011
Elk Grove township,55,  Americas:,South America,Peru, Cook ,2011
Evanston township,73,  Americas:,South America,Peru, Cook ,2011
